DOEID,REGIONC,DIVISION,TOTROOMS,TOTSQFT_EN,TOTHSQFT,TOTCSQFT,KWH,BTUEL,DOLLAREL,CLIMATE_REGION_PUB,TEMPHOME,TEMPGONE,TEMPNITE,NHSLDMEM,ATHOME,ENERGYASST,MONEYPY,BTUEL_TOTALS,EL_TOTALS
10220,2,3,7,2208,2208,0,3996.394,13635.696,563.12,Cold/Very Cold,67,67,67,2,5,0,3,3675.318,1
10221,4,10,5,3528,2352,470,22351.162,76262.165,2143.38,Cold/Very Cold,73,68,67,2,5,1,2,64879.953,5
10222,2,4,6,2304,1152,1152,6365.401,21718.747,675.12,Mixed-Humid,76,78,75,4,5,0,1,13735.506,2
10223,4,10,5,990,990,0,12160.637,41492.093,1412.16,Hot-Dry/Mixed-Dry,72,72,72,4,0,1,5,22555.948,4
10224,1,1,6,3685,2431,2431,4032.066,13757.408,811.3,Cold/Very Cold,64,60,60,1,2,0,6,5376.437,2
10225,4,8,8,1760,1760,1360,13231.581,45146.153,1589.15,Cold/Very Cold,65,65,60,3,5,0,2,21552.804,3
10226,3,7,6,1299,1299,1299,21428.121,73112.75,2320.44,Mixed-Humid,75,75,75,5,5,0,6,64504.248,5
10227,1,1,4,980,980,490,7602.094,25938.344,1386.0,Cold/Very Cold,65,65,65,2,5,1,1,19291.862,3
10228,4,10,3,815,0,0,3133.36,10691.025,508.99,Hot-Dry/Mixed-Dry,-2,-2,-2,2,0,0,7,1714.41,1
10229,3,5,5,1377,1377,1377,8489.0,28965.0,968.0,Mixed-Humid,74,74,74,2,5,0,3,21812.479,5
10230,2,3,5,1520,1140,1140,5121.626,17474.987,728.59,Cold/Very Cold,72,72,72,1,5,0,2,7393.546,3
10231,3,7,5,1250,1250,500,13739.0,46878.0,1592.0,Hot-Humid,68,60,70,2,4,0,2,39523.25,5
10232,1,2,6,2116,858,429,21019.0,71716.0,2597.0,Cold/Very Cold,70,70,70,3,5,0,6,52372.777,5
10233,2,4,8,5267,5267,5267,10666.813,36395.164,1448.28,Mixed-Humid,70,65,65,2,2,0,8,17756.506,3
10234,4,10,4,1199,1199,1199,3052.03,10413.527,334.75,Hot-Dry/Mixed-Dry,60,56,70,1,4,0,1,5422.353999999999,2
10235,2,4,6,2916,1823,1823,17518.533,59773.235,2056.89,Mixed-Humid,72,72,68,2,5,0,4,28534.938000000002,4
10236,4,10,3,520,520,173,6274.318,21407.973,456.31,Marine,60,65,60,2,5,0,3,17329.819,5
10237,4,10,6,1588,1588,1338,8145.506,27792.465,1285.42,Hot-Dry/Mixed-Dry,72,70,68,1,0,0,1,21430.652000000002,3
10238,4,9,3,783,783,783,6996.85,23873.253,905.35,Hot-Dry/Mixed-Dry,76,65,66,1,0,0,2,19503.342,4
10239,4,10,6,2030,1930,1930,7002.96,23894.101,1558.61,Hot-Dry/Mixed-Dry,65,65,60,2,5,0,8,12997.091,3
10240,2,3,7,1482,1482,1482,5918.922,20195.36,923.94,Cold/Very Cold,68,68,68,2,3,0,6,7013.8859999999995,2
10241,2,4,1,610,610,610,4205.684,14349.793,727.82,Cold/Very Cold,63,60,63,1,0,0,2,3337.1859999999997,2
10242,3,5,7,5207,3338,3338,34333.763,117146.8,3214.43,Mixed-Humid,68,60,68,1,2,0,3,14699.816,2
10243,3,7,7,1558,1558,1558,17373.418,59278.103,1739.27,Hot-Humid,70,70,70,5,5,1,2,32906.117,5
10244,1,2,3,1741,1741,1741,5840.667,19928.355,814.0,Mixed-Humid,72,72,72,1,0,0,2,14154.009,3
10245,3,7,9,2534,2534,2534,19173.0,65419.0,2173.0,Mixed-Humid,76,72,69,3,1,0,5,44056.806,4
10246,4,8,7,1718,1718,1718,8480.212,28934.483,898.07,Cold/Very Cold,70,68,69,5,1,0,4,11425.489000000001,2
10247,3,5,8,2000,2000,2000,16672.182,56885.486,1892.44,Mixed-Humid,68,68,68,2,5,0,1,49336.576,5
10248,4,10,9,3127,3127,1995,13662.251,46615.599,2096.18,Hot-Dry/Mixed-Dry,75,76,80,7,5,0,4,20980.604,2
10249,2,4,7,2245,2245,2245,10886.43,37144.5,1561.83,Cold/Very Cold,70,66,66,5,5,0,6,9707.342,2
10250,2,4,3,763,763,763,8791.0,29995.0,1002.0,Cold/Very Cold,70,70,70,4,2,0,1,20942.964,5
10251,2,4,8,5167,3967,2767,10515.588,35879.187,1374.61,Mixed-Humid,68,60,65,2,5,0,3,15985.483,4
10252,4,10,7,2240,0,2240,2408.691,8218.455,271.88,Hot-Dry/Mixed-Dry,-2,-2,-2,2,2,0,4,3492.831,3
10253,3,7,5,1152,1152,691,7488.573,25551.013,1160.02,Hot-Humid,72,65,72,2,2,0,8,18043.468,3
10254,3,5,13,5204,3103,3103,18931.632,64594.728,1984.32,Mixed-Humid,69,66,67,2,1,0,3,43289.705,4
10255,2,3,4,910,910,228,5134.682,17519.536,787.16,Cold/Very Cold,68,68,72,4,5,0,2,5001.826,3
10256,2,3,9,3240,2700,720,18406.296,62802.283,2305.7,Mixed-Humid,71,71,71,3,5,0,4,45465.239,5
10257,4,10,5,2240,0,2240,9908.0,33805.0,2964.0,Hot-Humid,-2,-2,-2,1,5,0,2,26242.372,4
10258,2,3,4,831,831,831,6008.0,20499.0,608.0,Cold/Very Cold,72,71,73,2,4,0,2,15558.968,5
10259,4,10,8,1430,1430,1430,10369.304,35380.066,1180.43,Marine,66,66,60,2,5,0,3,10989.582,3
10260,2,4,5,1031,1031,1031,9124.831,31133.923,890.42,Mixed-Humid,70,66,68,3,1,0,4,19103.648,5
10261,3,7,9,2320,2320,2320,18668.666,63697.49,1699.27,Mixed-Humid,68,68,68,2,5,0,5,46726.89599999999,5
10262,3,5,9,5480,3520,3520,24318.0,82973.016,2496.31,Mixed-Humid,68,68,68,1,0,0,8,18626.694,3
10263,4,9,7,1968,1968,1968,21367.217,72904.945,2493.68,Hot-Dry/Mixed-Dry,72,72,72,3,5,0,7,40185.342,2
10264,4,10,8,2850,2850,2850,21843.015,74528.366,2086.91,Marine,71,71,69,3,5,0,5,56401.611999999994,5
10265,3,7,8,1916,1916,1916,14656.594,50008.298,1723.48,Hot-Humid,72,72,74,2,5,0,3,37600.387,5
10266,4,8,7,3059,2044,2044,5630.34,19210.719,711.48,Cold/Very Cold,62,50,57,1,2,0,7,7307.254,3
10267,4,8,8,2775,2381,2381,10484.1,35771.749,1238.24,Cold/Very Cold,73,68,68,2,5,0,6,15663.092,4
10268,3,5,10,4464,4464,4464,15601.776,53233.259,2045.0,Mixed-Humid,68,68,68,2,5,0,8,40263.709,5
10269,4,10,7,1456,1456,0,13659.0,46605.0,1498.0,Marine,65,60,60,2,5,0,3,37740.235,4
10270,2,3,5,1775,1253,1079,10232.496,34913.277,1381.46,Cold/Very Cold,69,65,67,4,1,0,5,21343.328999999998,3
10271,3,7,6,2637,2303,2303,15596.964,53216.842,1976.01,Hot-Humid,68,65,68,2,5,0,7,40251.208999999995,5
10272,4,10,8,2733,2733,2733,8834.302,30142.639,2319.62,Hot-Dry/Mixed-Dry,78,65,65,2,5,0,5,14313.565,3
10273,4,10,4,677,0,677,6472.0,22081.0,1936.0,Hot-Humid,-2,-2,-2,2,0,0,6,9068.154,3
10274,2,3,7,2336,2336,1904,8152.478,27816.254,1119.9,Cold/Very Cold,68,60,60,5,3,0,6,10967.281,2
10275,3,7,5,1856,1856,1856,6980.481,23817.402,839.91,Mixed-Humid,70,68,68,2,5,0,2,14251.202,4
10276,1,2,6,3055,2305,2680,14948.229,51003.356,2288.19,Mixed-Humid,68,68,69,2,5,0,4,30935.487,5
10277,2,3,9,4106,4106,4106,9645.412,32910.145,1373.62,Cold/Very Cold,68,65,65,2,5,0,2,13018.204,2
10278,4,10,3,910,910,0,5602.269,19114.943,716.0,Marine,65,65,60,1,5,0,2,14864.238,4
10279,1,1,4,1147,1147,1147,2468.212,8421.539,558.31,Cold/Very Cold,70,65,65,1,5,0,2,4483.417,4
10280,2,3,2,1076,1076,321,4950.0,16889.0,618.0,Cold/Very Cold,65,65,65,1,0,0,1,7311.049,4
10281,3,6,4,1700,1275,1700,6510.868,22215.083,750.84,Mixed-Humid,75,75,75,3,1,0,2,14660.984,3
10282,2,4,7,2460,2460,2460,10349.893,35313.835,1029.28,Mixed-Humid,65,60,65,2,2,0,3,19744.03,2
10283,1,2,3,890,890,0,3591.45,12254.026,1074.52,Mixed-Humid,67,67,67,1,0,1,4,2328.984,1
10284,1,2,9,3201,2168,0,16834.0,57437.0,2370.0,Cold/Very Cold,68,68,62,2,0,0,4,40760.369000000006,3
10285,2,3,6,1848,1848,1848,24117.795,82289.916,2707.05,Cold/Very Cold,68,68,68,2,5,0,2,69011.668,5
10286,2,3,5,2356,2356,253,5266.074,17967.845,741.42,Cold/Very Cold,70,68,68,1,3,0,3,9751.489,4
10287,2,4,4,1237,1237,1237,11663.412,39795.561,1193.43,Mixed-Humid,68,68,68,1,5,0,2,28138.505,5
10288,3,5,9,3927,3196,3196,29942.29,102163.095,3211.0,Mixed-Humid,65,65,65,2,0,0,8,88580.47,5
10289,4,10,5,1960,0,0,5377.022,18346.399,1103.92,Hot-Dry/Mixed-Dry,-2,-2,-2,2,1,0,7,1740.828,1
10290,1,2,5,1000,1000,200,2945.0,10049.0,500.0,Mixed-Humid,70,65,70,1,0,0,2,3722.8849999999998,2
10291,3,5,4,2304,2304,2304,4128.643,14086.928,625.7,Mixed-Humid,64,64,64,1,2,0,2,7723.062,2
10292,1,2,2,631,631,316,11013.742,37578.887,1206.08,Cold/Very Cold,65,65,65,2,3,0,1,28232.363,5
10293,3,5,5,1443,1443,1443,16472.387,56203.785,1903.57,Hot-Humid,78,74,78,2,5,0,2,24680.782000000003,5
10294,3,7,14,3759,3759,3759,22180.505,75679.884,2411.5,Mixed-Humid,70,68,69,2,5,0,6,43347.135,4
10295,4,10,9,3127,3127,1995,9499.0,32409.0,1594.0,Hot-Dry/Mixed-Dry,77,75,75,3,5,0,8,9901.007,2
10296,2,4,7,1440,960,0,4591.83,15667.325,709.2,Cold/Very Cold,64,60,62,1,0,0,3,2433.842,2
10297,4,10,5,1128,1128,1128,6082.531,20753.595,1130.76,Hot-Dry/Mixed-Dry,72,67,65,3,5,0,5,10591.453,3
10298,2,3,8,1848,924,924,4024.733,13732.391,636.28,Cold/Very Cold,74,74,74,2,0,0,2,7625.661,2
10299,2,4,6,2784,2784,2534,18247.156,62259.296,2019.24,Cold/Very Cold,67,67,67,4,1,0,4,36019.592000000004,3
10300,3,5,7,1428,1428,1428,13870.374,47325.718,1938.19,Hot-Humid,71,71,71,2,5,0,2,34033.528000000006,5
10301,2,3,2,687,687,344,4860.0,16583.0,628.0,Cold/Very Cold,72,72,72,1,5,0,1,1390.943,3
10302,3,7,4,2578,2578,2578,10833.487,36963.858,1359.43,Hot-Humid,75,75,70,1,5,0,2,28682.383,2
10303,2,4,6,2596,1780,297,6421.767,21911.068,703.27,Cold/Very Cold,70,66,62,2,1,0,1,14993.41,5
10304,3,5,4,1100,1100,550,6531.918,22286.906,717.61,Cold/Very Cold,65,65,70,4,5,0,2,11543.686,3
10305,2,4,8,4787,3257,3767,15021.897,51254.713,1897.43,Mixed-Humid,70,70,70,3,4,0,8,33340.507,4
10306,2,3,5,497,497,497,9948.16,33943.121,1528.0,Mixed-Humid,80,60,80,3,0,1,2,22330.674,5
10307,3,7,9,3094,3094,3094,17343.553,59176.204,2377.64,Hot-Humid,74,68,73,4,0,0,8,27621.25,3
10308,2,4,10,4124,4124,4124,15912.412,54293.149,1972.39,Mixed-Humid,65,65,65,5,5,0,8,29432.129,3
10309,2,3,9,3440,2426,2426,6845.486,23356.797,1172.01,Cold/Very Cold,70,70,70,6,5,0,8,7619.290000000001,2
10310,2,3,3,952,952,952,2387.709,8146.864,444.24,Cold/Very Cold,70,67,66,2,5,0,4,4357.127,4
10311,4,10,5,1164,1164,1164,3071.03,10478.355,411.7,Hot-Dry/Mixed-Dry,69,65,69,3,1,0,2,5724.946,2
10312,4,10,4,840,840,420,18129.75,61858.709,1016.6,Cold/Very Cold,70,60,76,7,5,0,3,44837.867,5
10313,4,10,4,780,780,195,5292.537,18058.137,523.49,Cold/Very Cold,68,63,63,1,5,0,4,12228.183,5
10314,3,5,6,1430,1430,1430,25181.273,85918.504,3039.79,Hot-Humid,75,68,68,4,3,0,1,36641.006,2
10315,2,3,6,1448,1448,1448,10975.0,37445.0,1305.0,Mixed-Humid,80,80,80,2,5,0,3,31667.352,5
10316,3,5,10,4402,4402,4402,21836.0,74504.0,2597.0,Mixed-Humid,71,71,71,2,5,0,6,53634.244000000006,5
10317,4,10,4,854,718,672,6701.437,22865.303,801.03,Marine,70,65,65,1,5,0,2,15362.169999999998,4
10318,3,5,7,4351,2644,2644,20673.939,70539.479,2816.18,Mixed-Humid,70,70,70,4,5,0,5,46865.602000000006,5
10319,4,10,10,2840,2840,2840,24110.0,82262.0,4904.0,Hot-Dry/Mixed-Dry,69,69,66,5,5,0,8,58537.64,3
10320,1,2,8,2546,2400,1500,6647.0,22679.564,1331.57,Mixed-Humid,70,65,65,2,5,0,5,8671.442,3
10321,3,6,5,1804,1351,1351,19147.752,65332.129,2379.36,Mixed-Humid,69,69,69,3,3,0,2,57255.971999999994,3
10322,4,10,7,2680,2680,2680,14761.0,50365.0,2489.0,Hot-Dry/Mixed-Dry,70,60,50,3,0,0,7,19840.189,3
10323,4,10,5,1238,1238,0,4184.134,14276.265,547.9,Marine,68,64,64,1,1,0,5,7286.173,3
10324,3,5,6,1200,1200,1200,21785.926,74333.579,3167.66,Hot-Humid,70,68,68,4,5,0,1,58319.27900000001,5
10325,4,10,3,714,714,0,879.647,3001.357,102.18,Hot-Dry/Mixed-Dry,64,65,55,1,0,0,3,910.39,2
10326,3,5,8,2464,2464,1232,17029.688,58105.294,2364.05,Mixed-Humid,65,65,65,2,5,0,8,36630.915,5
10327,3,5,6,1200,1200,1200,26081.591,88990.387,2650.08,Mixed-Humid,75,75,77,5,5,0,5,76851.728,5
10328,3,7,6,1412,1412,1412,16531.906,56406.862,1485.12,Hot-Humid,60,50,60,3,0,0,2,46822.633,5
10329,4,10,6,1846,1846,0,8250.933,28152.185,1690.98,Marine,70,60,70,6,5,1,6,7064.967000000001,2
10330,4,10,6,1344,1344,1344,5953.603,20313.694,834.26,Hot-Dry/Mixed-Dry,72,67,72,2,2,0,6,12583.96,2
10331,3,5,5,1040,0,1040,8532.323,29112.285,983.56,Hot-Humid,-2,-2,-2,3,1,0,1,24448.072,4
10332,4,10,6,1630,0,1630,1727.605,5894.588,190.84,Hot-Dry/Mixed-Dry,-2,-2,-2,2,5,1,1,3461.332,2
10333,3,7,6,4120,4120,4120,33449.733,114130.49,4334.49,Hot-Humid,65,65,65,2,2,0,8,82173.17000000001,4
10334,3,7,6,1200,1200,1200,17622.712,60128.693,2084.74,Hot-Humid,76,72,72,3,5,0,1,44077.375,4
10335,4,10,8,3488,3488,3488,14510.351,49509.316,1356.92,Marine,70,66,66,7,5,0,3,31864.358999999997,5
10336,1,2,4,1346,1346,1010,2398.65,8184.194,289.69,Mixed-Humid,70,70,65,1,3,0,1,3994.9210000000003,2
10337,2,4,10,1588,1588,1588,16752.388,57159.148,2343.19,Cold/Very Cold,75,75,78,2,5,0,5,29605.614999999998,4
10338,4,9,5,1400,0,1400,4731.161,16142.722,461.65,Hot-Dry/Mixed-Dry,-2,-2,-2,1,1,0,2,12590.843,4
10339,2,4,4,1055,1055,1055,2085.471,7115.625,308.16,Cold/Very Cold,68,68,68,1,0,0,1,3799.959,3
10340,2,4,6,774,774,129,12488.941,42612.267,1246.0,Cold/Very Cold,70,65,62,2,5,0,4,29425.813,5
10341,3,6,5,1169,1169,1169,12534.048,42766.17,1345.21,Mixed-Humid,70,68,70,1,1,0,1,33914.952,5
10342,4,10,4,525,0,0,3536.0,12066.0,672.0,Marine,-2,-2,-2,4,0,0,2,2073.213,1
10343,3,7,8,2184,2184,2184,28131.267,95983.882,2120.39,Mixed-Humid,70,70,70,4,5,0,4,33034.717000000004,3
10344,2,3,6,1200,1200,400,18242.806,62244.456,2406.64,Cold/Very Cold,68,68,68,2,1,0,2,50825.295,5
10345,4,10,3,744,744,248,11260.344,38420.293,1128.18,Marine,65,65,65,2,5,0,2,30558.845,5
10346,3,7,5,1415,1415,1415,6979.292,23813.345,800.04,Hot-Humid,68,67,68,2,5,0,2,19713.733999999997,3
10347,3,5,5,1078,1078,1078,11429.566,38997.679,1549.16,Hot-Humid,72,69,70,5,2,0,3,33789.651999999995,5
10348,4,9,6,1877,1877,1877,10527.282,35919.085,1472.58,Hot-Dry/Mixed-Dry,72,72,72,2,5,0,8,18544.368,3
10349,4,10,1,636,0,0,3453.967,11784.936,377.69,Marine,-2,-2,-2,4,4,0,1,6488.37,1
10350,2,4,8,1692,1096,1096,11623.094,39657.996,1722.22,Cold/Very Cold,74,74,74,6,5,1,4,19229.537,3
10351,2,3,8,1884,1884,1884,10744.355,36659.739,1530.49,Cold/Very Cold,70,65,67,2,5,0,4,14712.772,3
10352,2,4,10,4090,3100,3430,21728.979,74139.277,2504.76,Mixed-Humid,72,70,70,4,5,0,8,23590.185,2
10353,2,3,8,1258,1258,608,3576.12,12201.722,581.48,Cold/Very Cold,70,67,70,1,0,0,5,7190.713000000001,3
10354,3,5,8,2497,2497,2497,19974.706,68153.696,2091.27,Mixed-Humid,64,52,52,3,5,0,7,16092.953,2
10355,2,3,4,800,800,800,14001.293,47772.413,1380.24,Cold/Very Cold,73,78,73,1,5,1,1,41670.163,5
10356,3,5,7,1736,1736,1736,5042.455,17204.855,630.25,Mixed-Humid,68,62,62,2,5,0,1,8566.134,4
10357,3,5,8,1430,1430,1430,16179.935,55205.938,1917.75,Hot-Humid,74,74,80,3,5,0,6,32857.819,5
10358,4,9,7,1801,1801,1801,2389.6,8153.317,346.48,Cold/Very Cold,70,60,65,1,5,0,4,1957.351,2
10359,4,9,5,1053,1053,1053,12631.652,43099.198,1432.49,Hot-Dry/Mixed-Dry,75,75,75,5,1,0,2,33909.669,5
10360,3,5,4,780,780,585,22328.323,76184.237,2667.62,Mixed-Humid,70,70,70,4,2,0,1,69237.11200000001,5
10361,4,10,5,1043,0,0,5781.462,19726.35,1091.55,Hot-Dry/Mixed-Dry,-2,-2,-2,6,5,0,7,4335.129,2
10362,3,5,9,4024,4024,4024,10014.0,34167.768,1398.35,Mixed-Humid,68,62,62,3,2,0,5,17002.301,2
10363,3,7,7,1580,1580,1580,10521.352,35898.853,903.82,Mixed-Humid,71,68,68,3,2,0,4,15679.519,3
10364,3,5,3,968,968,0,11770.0,40160.0,1304.0,Mixed-Humid,73,73,73,1,5,0,2,20858.413,4
10365,4,10,5,1532,1532,1532,25073.462,85550.651,1334.73,Cold/Very Cold,70,70,70,4,5,0,2,71776.51000000001,5
10366,1,1,9,2643,1762,392,6449.03,22004.09,1633.82,Cold/Very Cold,70,72,65,1,5,0,3,8531.823,3
10367,3,5,6,6180,6180,6180,13693.802,46723.251,1443.32,Cold/Very Cold,72,69,70,2,5,0,3,21662.265,3
10368,3,5,3,1165,1165,777,5973.774,20382.518,1271.33,Mixed-Humid,65,58,62,1,5,0,1,12924.73,4
10369,1,2,5,2040,2040,816,6697.78,22852.825,1345.86,Mixed-Humid,70,68,70,6,5,0,2,10979.671,3
10370,4,9,7,2708,2708,0,3875.829,13224.329,538.36,Hot-Dry/Mixed-Dry,68,68,58,1,5,0,2,3162.527,2
10371,2,3,6,1924,1924,1924,6405.677,21856.171,772.58,Cold/Very Cold,70,70,70,2,4,0,3,11035.414,3
10372,2,3,9,3449,3449,526,20537.0,70072.244,2689.38,Cold/Very Cold,65,65,65,2,3,0,4,52460.61,5
10373,4,10,4,741,0,556,3466.682,11828.32,579.46,Hot-Dry/Mixed-Dry,-2,-2,-2,7,1,0,1,4413.11,2
10374,3,7,4,1004,1004,1004,6193.266,21131.424,679.5,Mixed-Humid,73,73,73,3,1,0,2,16900.77,5
10375,2,4,4,825,825,0,2259.06,7707.911,565.17,Cold/Very Cold,65,65,65,1,0,0,3,3756.15,3
10376,2,3,7,5852,5852,3002,10869.44,37086.53,1583.76,Cold/Very Cold,68,64,64,3,5,0,4,17302.938000000002,3
10377,1,1,5,2200,2200,440,17388.0,59328.0,3092.0,Cold/Very Cold,70,50,50,2,0,0,6,49978.297,5
10378,3,7,8,3136,1568,588,21167.803,72224.543,1939.76,Hot-Humid,78,78,78,2,5,1,2,43439.407,3
10379,3,5,6,1125,0,1125,19973.871,68150.847,2230.75,Hot-Humid,-2,-2,-2,3,0,0,1,31347.242,4
10380,1,2,7,6142,6142,3071,7882.537,26895.216,1334.41,Cold/Very Cold,70,63,67,4,2,0,8,6690.037,2
10381,2,4,4,991,991,991,4104.329,14003.969,504.74,Cold/Very Cold,72,72,72,2,0,0,3,5189.097,3
10382,4,8,7,1206,1206,517,13716.968,46802.293,1670.1,Cold/Very Cold,70,70,70,5,0,0,3,36836.62,5
10383,1,2,7,2551,2551,1822,6553.806,22361.588,1315.52,Mixed-Humid,72,68,72,6,5,1,7,11418.088,3
10384,4,10,5,1342,1342,1342,5209.963,17776.393,987.86,Hot-Dry/Mixed-Dry,68,60,65,6,5,0,1,6396.027,2
10385,1,2,4,750,750,0,1519.933,5186.012,379.38,Mixed-Humid,65,60,65,3,0,0,3,3835.264,2
10386,2,4,5,1428,1428,286,8557.412,29197.889,1240.59,Cold/Very Cold,70,68,65,3,5,0,3,5121.762,2
10387,4,10,10,2350,2350,2350,5444.667,18577.203,849.14,Hot-Dry/Mixed-Dry,62,62,62,2,2,0,6,9977.736,2
10388,4,10,3,642,0,0,1892.0,6455.0,265.0,Hot-Dry/Mixed-Dry,-2,-2,-2,1,5,0,1,1603.142,1
10389,4,10,5,1318,1318,1318,8229.167,28077.917,1019.54,Hot-Dry/Mixed-Dry,80,76,74,5,5,0,1,19906.394,4
10390,4,8,4,1238,1238,1238,13938.71,47558.877,1899.68,Cold/Very Cold,71,68,67,2,0,0,2,8680.826000000001,3
10391,3,7,6,1528,1528,509,16958.448,57862.226,2664.69,Hot-Humid,68,68,68,1,1,0,8,52928.384000000005,4
10392,3,5,7,2494,1933,1653,15259.079,52063.978,1969.48,Mixed-Humid,70,65,65,2,1,0,8,31508.720999999998,5
10393,2,3,4,887,887,0,9029.954,30810.201,1135.92,Cold/Very Cold,65,65,65,1,0,0,3,14739.857,4
10394,3,6,5,1350,1350,1350,11484.091,39183.718,1291.22,Mixed-Humid,65,65,65,1,0,0,3,28095.82,5
10395,4,10,3,499,499,166,4108.0,14018.0,647.0,Hot-Dry/Mixed-Dry,80,70,75,3,5,0,4,2957.8109999999997,2
10396,4,8,6,1350,1350,1350,5977.636,20395.695,731.68,Cold/Very Cold,72,70,65,2,5,0,4,10722.664999999999,4
10397,2,3,6,2500,1250,1250,14274.42,48704.322,1569.65,Mixed-Humid,76,76,76,5,0,0,4,21379.272999999997,4
10398,3,7,11,2416,2416,2416,17897.318,61065.648,1924.4,Hot-Humid,75,75,75,2,1,0,8,45360.233,4
10399,3,6,5,1456,1456,1456,24387.244,83209.275,2443.34,Mixed-Humid,73,65,65,1,5,0,1,68722.93,5
10400,4,10,10,2840,2840,2840,17295.0,59010.0,2688.0,Hot-Dry/Mixed-Dry,67,67,64,4,5,0,8,32008.613,4
10401,4,10,7,1150,1150,0,5441.0,18563.0,742.0,Hot-Dry/Mixed-Dry,63,50,70,3,1,0,3,5029.6230000000005,2
10402,2,3,5,1053,1053,211,3644.078,12433.596,556.4,Cold/Very Cold,67,60,65,2,0,0,2,2725.696,2
10403,1,2,3,840,840,840,9253.983,31574.589,1125.28,Cold/Very Cold,75,70,60,3,5,1,1,21607.927,4
10404,2,3,5,5562,4355,4355,12012.412,40986.349,1766.58,Cold/Very Cold,68,68,66,3,0,0,7,20770.795000000002,3
10405,4,9,6,736,736,736,14016.097,47822.922,1746.85,Hot-Dry/Mixed-Dry,73,73,73,2,2,0,2,37870.925,5
10406,2,3,6,2304,2304,2304,5931.303,20237.606,784.08,Cold/Very Cold,69,62,66,2,5,0,2,10965.563,4
10407,2,3,4,1435,1435,718,7076.347,24144.495,834.51,Mixed-Humid,70,70,70,1,5,0,3,10830.883,3
10408,3,5,3,753,753,753,9018.032,30769.526,1013.49,Hot-Humid,80,80,70,2,5,0,3,22128.867,5
10409,2,3,5,1440,1440,1440,7503.571,25602.186,957.67,Cold/Very Cold,74,74,71,1,5,0,2,16737.746000000003,5
10410,1,2,7,3696,3696,0,18537.695,63250.614,2184.86,Cold/Very Cold,75,65,80,3,2,0,6,37954.433999999994,3
10411,3,5,5,1275,0,1275,9494.474,32395.146,1044.34,Hot-Humid,-2,-2,-2,2,0,0,3,24491.676,4
10412,3,5,1,1033,1033,1033,4841.0,16517.492,692.83,Mixed-Humid,77,69,77,1,1,0,4,12313.312,5
10413,3,7,5,994,994,994,13756.596,46937.506,1458.46,Hot-Humid,75,70,75,2,1,0,3,37583.106,5
10414,3,7,7,1171,1171,1171,5121.454,17474.401,675.29,Mixed-Humid,72,72,72,2,5,0,1,12332.346000000001,2
10415,4,9,6,664,664,664,11500.167,39238.569,1324.12,Hot-Dry/Mixed-Dry,75,60,75,3,5,0,5,21744.026,4
10416,3,7,5,1300,1300,1300,12315.0,42020.0,1165.0,Mixed-Humid,68,60,68,2,0,0,8,23379.134,4
10417,2,3,7,5312,3560,3200,5013.0,17104.356,693.48,Cold/Very Cold,68,68,60,1,5,0,2,11031.298999999999,5
10418,1,2,7,3428,3428,3428,40896.09,139537.458,1869.86,Cold/Very Cold,67,65,67,6,3,0,2,60997.67,5
10419,2,3,6,3294,3294,3294,7022.542,23960.914,1004.0,Cold/Very Cold,70,70,70,2,5,0,2,7691.973,3
10420,4,10,9,2226,2226,495,18955.727,64676.939,1271.35,Marine,75,60,70,3,2,0,5,49620.208,5
10421,3,5,4,1031,1031,1031,5741.181,19588.911,758.26,Mixed-Humid,74,72,72,1,5,0,2,15689.438,5
10422,1,1,7,3696,3696,704,5285.16,18032.965,994.83,Cold/Very Cold,68,65,62,2,5,0,1,8144.009,2
10423,2,3,7,1551,1551,1551,6702.394,22868.568,957.8,Cold/Very Cold,73,69,69,4,5,0,8,5206.502,2
10424,2,3,8,2470,2470,2470,13028.355,44452.747,1765.75,Cold/Very Cold,70,67,68,1,2,0,5,22954.472,4
10425,3,5,1,450,0,450,4620.471,15765.046,612.9,Hot-Humid,-2,-2,-2,1,2,0,2,12134.7,4
10426,1,1,6,2129,1302,0,2039.635,6959.234,501.12,Cold/Very Cold,70,50,60,2,0,0,6,2511.703,1
10427,3,6,6,1680,1680,1680,10395.0,35468.0,1092.0,Mixed-Humid,75,75,75,3,0,0,3,26383.914,4
10428,1,2,3,992,992,0,3779.0,12894.0,553.0,Cold/Very Cold,70,60,76,1,2,0,1,10737.571,4
10429,3,5,5,1242,0,1242,15570.9,53127.911,1725.41,Hot-Humid,-2,-2,-2,4,1,0,1,37152.444,4
10430,3,5,7,1711,1711,1711,22273.0,75997.0,2649.0,Mixed-Humid,62,62,68,3,0,0,3,60407.402,5
10431,3,7,6,1234,1234,411,13016.0,44410.0,1567.0,Hot-Humid,75,77,80,1,3,0,4,35151.782,4
10432,4,10,4,1139,1092,0,4957.359,16914.51,860.48,Marine,65,60,58,1,5,0,4,1889.37,1
10433,3,5,5,1200,1200,480,15167.294,51750.808,2064.17,Mixed-Humid,70,65,70,3,3,0,1,34445.275,3
10434,1,2,11,3323,2756,2189,11032.397,37642.537,1706.33,Mixed-Humid,69,62,62,1,2,0,8,13107.882,3
10435,2,3,6,2246,2246,2246,4672.038,15940.993,675.79,Cold/Very Cold,64,62,64,3,1,0,4,7329.883,3
